9786270541001|Gilead|247.0|Marilynne Robinson|2004|http://books.google.com/books/content?id=KQZCPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api|160,063
9788681968609|Spider's Web|241.0|Charles Osborne;Agatha Christie|2000|http://books.google.com/books/content?id=gA5GPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api|799,602
9786179030675|The One Tree|479.0|Stephen R. Donaldson|1982|http://books.google.com/books/content?id=OmQawwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api|760,476
9789055012285|Rage of angels|512.0|Sidney Sheldon|1993|http://books.google.com/books/content?id=FKo2TgANz74C&printsec=frontcover&img=1&zoom=1&source=gbs_api|1,280,265
9788440912299|The Four Loves|170.0|Clive Staples Lewis|2002|http://books.google.com/books/content?id=XhQ5XsFcpGIC&printsec=frontcover&img=1&zoom=1&source=gbs_api|580,731
9789648965287|The Problem of Pain|176.0|Clive Staples Lewis|2002|http://books.google.com/books/content?id=Kk-uVe5QK-gC&printsec=frontcover&img=1&zoom=1&source=gbs_api|1,128,976
9789645402556|An Autobiography|560.0|Agatha Christie|1977|http://books.google.com/books/content?id=c49GQwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api|960,139
9781783282374|Empires of the Monsoon|608.0|Richard Hall|1998|http://books.google.com/books/content?id=MuPEQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api|2,134,170
9787651261256|The Gap Into Madness|743.0|Stephen R. Donaldson|1994|http://books.google.com/books/content?id=4oXavLNDWocC&printsec=frontcover&img=1&zoom=1&source=gbs_api|1,285,007
9788368625353|Master of the Game|489.0|Sidney Sheldon|1982|http://books.google.com/books/content?id=TkTYp-Tp6_IC&printsec=frontcover&img=1&zoom=1&source=gbs_api|1,351,404
9783695062280|If Tomorrow Comes|501.0|Sidney Sheldon|1994|http://books.google.com/books/content?id=l2tBi_jLuk8C&printsec=frontcover&img=1&zoom=1&source=gbs_api|474,260
9781377813380|Assassin's Apprentice|460.0|Robin Hobb|1996|http://books.google.com/books/content?id=qTaGQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api|378,697
9788762447563|Warhost of Vastmark|522.0|Janny Wurts|1995|http://books.google.com/books/content?id=uOL0fpS9WZkC&printsec=frontcover&img=1&zoom=1&source=gbs_api|1,128,976
